22534,right,0,0,0,0,0,0,0,0,16,0,0,131,155,4095,134,269
22613,right,0,0,0,0,0,0,0,0,17,0,0,132,160,4095,135,272
22692,right,0,0,0,0,0,0,0,0,22,0,0,141,166,4095,163,272
22771,right,0,0,0,0,0,0,0,0,31,0,0,145,175,4095,175,275
22850,right,0,0,0,0,0,0,0,0,29,0,0,146,176,4095,176,276
22929,right,0,0,0,0,0,0,0,0,23,0,0,141,174,4095,176,278
23008,right,0,0,0,0,0,0,0,0,6,0,0,137,166,4095,167,274
23087,right,0,0,0,0,0,0,0,0,0,0,0,103,144,4095,131,270
23166,right,0,0,0,0,0,0,0,0,0,0,0,12,32,4048,45,224
23245,right,0,0,0,0,0,0,0,0,0,0,0,0,0,928,0,67
23324,right,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0
23403,right,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0
23482,right,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0
23561,right,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0
23640,right,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0
23719,right,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0
23798,right,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,177
23877,right,0,0,0,0,0,0,0,0,0,0,0,38,2,507,77,229
23956,right,0,0,0,0,0,0,0,0,0,0,0,101,107,4095,87,240
24035,right,0,0,0,0,0,0,0,0,27,0,0,128,151,4095,96,250
24114,right,0,0,0,0,29,19,0,0,80,29,0,159,185,4095,133,267
24193,right,0,0,0,16,85,80,41,32,150,4095,79,198,229,4095,131,263
24272,right,0,0,0,80,144,99,80,80,157,4095,74,156,180,4095,59,230
24351,right,0,0,0,107,167,114,128,100,158,4095,75,160,167,4095,6,207
24430,right,0,0,26,128,180,155,144,112,175,4095,73,139,157,4095,0,183
24509,right,0,0,80,158,200,171,160,127,177,4095,75,114,134,4095,0,147
24588,right,0,0,88,175,209,176,170,137,173,4095,71,94,112,4095,0,115
24667,right,0,0,100,184,213,176,176,145,141,4095,64,44,34,1629,0,64
24746,right,0,0,119,198,227,188,192,162,133,4063,58,0,0,848,0,0
24825,right,0,0,129,218,240,178,190,157,27,560,0,0,0,590,0,0
24904,right,0,0,69,190,220,48,73,48,0,158,0,0,0,487,0,0
24983,right,0,0,0,18,80,0,0,0,0,87,0,0,0,432,0,0
25062,right,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0
25141,right,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0
25220,right,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0
25299,right,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0
25378,right,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0
25457,right,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0
25536,right,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0
25615,right,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0
25694,right,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0
25773,right,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,143
25852,right,0,0,0,0,0,0,0,0,0,0,0,0,0,287,99,236
25931,right,0,0,0,0,0,0,0,0,0,0,0,64,80,4095,142,271
26010,right,0,0,0,0,0,0,0,0,14,24,0,136,158,4095,148,285
26089,right,0,0,0,0,0,0,0,0,34,19,0,150,170,4095,155,273
26168,right,0,0,0,0,0,0,0,0,80,77,0,171,194,4095,186,282
26247,right,0,0,0,0,15,17,0,1,121,4095,81,187,231,4095,176,278
26326,right,0,0,0,12,91,64,23,37,130,4095,73,163,193,4095,129,269
26405,right,0,0,0,39,110,77,41,80,109,4095,75,151,177,4095,94,257
26484,right,0,0,0,64,139,77,47,98,111,4095,68,147,183,4095,86,256
26563,right,0,0,0,78,154,81,52,109,103,4095,70,144,177,4095,77,250
26642,right,0,0,0,98,165,80,80,119,99,4095,67,126,163,4095,49,235
26721,right,0,0,0,122,192,91,123,140,93,4095,71,68,112,4095,0,173
26800,right,0,0,16,181,211,128,158,154,67,2007,25,0,0,1279,0,0
26879,right,0,0,14,185,217,54,97,80,0,299,0,0,0,651,0,0
26958,right,0,0,0,0,67,0,0,0,0,108,0,0,0,485,0,0
27037,right,0,0,0,0,0,0,0,0,0,31,0,0,0,434,0,0
27116,right,0,0,0,0,0,0,0,0,0,4,0,0,0,402,0,0
27195,right,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0
27274,right,0,0,0,0,0,0,0,0,0,18,0,0,0,375,0,0
27353,right,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0
27431,right,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0
27510,right,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0
