572857,right,0,0,0,0,0,0,0,0,0,0,0,0,151,4095,187,229
572936,right,0,0,0,0,0,0,0,0,0,0,0,0,145,4095,180,227
573015,right,0,0,0,0,0,0,0,0,0,0,0,0,141,4095,179,227
573094,right,0,0,0,0,0,0,0,0,0,0,0,0,144,4095,182,226
573172,right,0,0,0,0,0,0,0,0,3,0,0,0,151,4095,192,232
573251,right,0,0,0,0,0,0,0,0,7,0,0,0,168,4095,205,240
573330,right,0,0,0,0,0,0,0,0,16,0,0,0,177,4095,213,247
573409,right,0,0,0,0,0,0,0,0,48,3985,74,0,208,4095,238,261
573488,right,0,0,0,0,0,0,0,0,118,4095,83,0,256,4095,240,266
573567,right,0,0,0,0,0,0,0,0,143,4095,80,0,256,4095,240,267
573646,right,0,0,0,0,0,0,0,22,144,4095,89,0,253,4095,234,259
573725,right,0,0,0,0,0,9,1,41,151,4095,78,0,257,4095,229,256
573804,right,0,0,0,0,0,20,10,48,149,4095,79,0,249,4095,223,256
573883,right,0,0,0,0,0,16,7,49,143,4095,77,0,202,4095,203,239
573962,right,0,0,0,0,0,0,0,0,45,3934,71,0,155,4095,65,181
574041,right,0,0,0,0,0,0,0,0,0,304,0,0,0,1173,0,0
574120,right,0,0,0,0,0,0,0,0,0,93,0,0,0,677,0,0
574199,right,0,0,0,0,0,0,0,0,0,65,0,0,0,576,0,0
574278,right,0,0,0,0,0,0,0,0,0,36,0,0,0,528,0,0
574357,right,0,0,0,0,0,0,0,0,0,42,0,0,0,487,0,0
574436,right,0,0,0,0,0,0,0,0,0,16,0,0,0,461,0,0
574515,right,0,0,0,0,0,0,0,0,0,9,0,0,0,427,0,0
574594,right,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0
574673,right,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0
574752,right,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0
574831,right,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0
574910,right,0,0,0,0,0,0,0,0,0,0,0,0,0,432,59,148
574989,right,0,0,0,0,0,0,0,0,0,9,0,0,49,502,111,183
575068,right,0,0,0,0,0,0,0,0,0,15,0,0,97,4095,163,208
575147,right,0,0,0,0,0,0,0,0,6,13,0,0,162,4095,199,235
575226,right,0,0,0,0,0,0,0,0,29,17,0,0,189,4095,219,245
575305,right,0,0,0,0,0,0,0,0,42,48,0,0,199,4095,223,251
575384,right,0,0,0,0,0,0,0,0,47,4080,76,0,214,4095,227,256
575463,right,0,0,0,0,0,0,0,79,78,4095,74,0,223,4095,225,253
575542,right,0,0,0,0,69,0,19,105,119,4095,147,0,208,4095,191,223
575621,right,0,0,0,0,106,38,47,122,121,4095,80,0,206,4095,147,203
575700,right,0,0,0,23,111,64,78,130,139,4095,77,0,205,4095,132,195
575779,right,0,0,0,63,135,80,115,158,142,4095,80,0,193,4095,53,167
575858,right,0,0,0,81,176,95,132,169,146,4095,80,0,176,4095,19,99
575937,right,0,0,0,111,177,118,150,173,159,4095,128,0,126,4095,0,0
576016,right,0,0,0,138,193,149,174,182,108,4049,64,0,0,1185,0,0
576095,right,0,0,0,123,190,83,131,138,0,387,0,0,0,655,0,0
576174,right,0,0,0,16,85,0,0,0,0,144,0,0,0,499,0,0
576253,right,0,0,0,0,0,0,0,0,0,62,0,0,0,399,0,0
576332,right,0,0,0,0,0,0,0,0,0,39,0,0,0,415,0,0
576411,right,0,0,0,0,0,0,0,0,0,32,0,0,0,406,0,0
576490,right,0,0,0,0,0,0,0,0,0,32,0,0,0,395,0,0
576569,right,0,0,0,0,0,0,0,0,0,1,0,0,0,368,0,0
576648,right,0,0,0,0,0,0,0,0,0,2,0,0,0,367,0,0
576727,right,0,0,0,0,0,0,0,0,0,5,0,0,0,365,0,0
576806,right,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0
576885,right,0,0,0,0,0,0,0,0,0,0,0,0,0,258,28,97
576964,right,0,0,0,0,0,0,0,0,0,41,0,0,301,575,148,196
577043,right,0,0,0,0,0,0,0,0,7,49,0,0,368,4093,173,206
577121,right,0,0,0,0,0,0,0,0,23,41,0,0,315,4095,197,226
577200,right,0,0,0,0,0,0,0,0,46,54,0,0,267,4095,221,246
577279,right,0,0,0,0,0,0,0,0,53,3958,78,0,292,4095,239,262
577358,right,0,0,0,0,0,0,0,0,96,4095,77,0,317,4095,246,272
577437,right,0,0,0,0,0,0,0,0,139,4095,80,0,371,4095,251,272
577516,right,0,0,0,0,0,0,0,0,133,4095,80,0,388,4095,253,273
577595,right,0,0,0,0,0,0,0,0,119,4095,80,0,350,4095,255,275
