62915,right,0,0,0,0,0,0,0,0,0,14,0,0,118,136,4095,107,265
62994,right,0,0,0,0,0,0,0,0,0,16,0,0,123,138,4095,110,260
63073,right,0,0,0,0,0,0,0,0,0,17,0,0,123,140,4095,99,267
63152,right,0,0,0,0,0,0,0,0,0,16,0,0,121,141,4095,109,263
63231,right,0,0,0,0,0,0,0,0,0,28,0,0,122,138,4095,113,268
63310,right,0,0,0,0,0,0,0,0,0,23,0,0,122,143,4095,114,269
63389,right,0,0,0,0,0,0,0,0,0,14,0,0,123,137,4095,112,267
63468,right,0,0,0,0,0,0,0,0,0,16,0,0,121,137,4095,117,271
63547,right,0,0,0,0,0,0,0,0,0,16,0,0,123,143,4095,118,272
63626,right,0,0,0,0,0,0,0,0,0,16,11,0,121,141,4095,124,271
63705,right,0,0,0,0,0,0,0,0,0,16,20,0,116,141,4095,126,271
63784,right,0,0,0,0,0,0,0,0,0,2,2,0,122,143,4095,128,270
63863,right,0,0,0,0,0,0,0,0,0,17,0,0,128,144,4095,127,270
63942,right,0,0,0,0,0,0,0,0,0,16,0,0,125,140,4095,131,272
64021,right,0,0,0,0,0,0,0,0,0,18,0,0,124,141,4095,130,273
64100,right,0,0,0,0,0,0,0,0,0,16,0,0,125,141,4095,130,270
64179,right,0,0,0,0,0,0,0,0,0,11,0,0,118,143,4095,121,268
64258,right,0,0,0,0,0,0,0,0,0,13,0,0,119,135,4095,117,272
64337,right,0,0,0,0,0,0,0,0,0,9,0,0,119,133,4095,122,270
64416,right,0,0,0,0,0,0,0,0,0,11,0,0,118,133,4095,123,272
64495,right,0,0,0,0,0,0,0,0,0,12,0,0,121,138,4095,128,268
64574,right,0,0,0,0,0,0,0,0,0,16,0,0,114,138,4095,115,272
64653,right,0,0,0,0,0,0,0,0,0,15,0,0,121,135,4095,119,269
64732,right,0,0,0,0,0,0,0,0,0,14,0,0,117,138,4095,124,272
64811,right,0,0,0,0,0,0,0,0,0,13,0,0,121,139,4095,122,268
64890,right,0,0,0,0,0,0,0,0,0,15,0,0,115,140,4095,119,269
64969,right,0,0,0,0,0,0,0,0,0,0,0,0,120,131,4095,118,271
65048,right,0,0,0,0,0,0,0,0,0,0,0,0,113,135,4095,118,269
65127,right,0,0,0,0,0,0,0,0,0,3,0,0,113,135,4095,120,271
65206,right,0,0,0,0,0,0,0,0,0,0,0,0,114,137,4095,117,272
65285,right,0,0,0,0,0,0,0,0,0,0,0,0,116,139,4095,123,270
65364,right,0,0,0,0,0,0,0,0,0,0,0,0,112,134,4095,123,272
65443,right,0,0,0,0,0,0,0,0,0,0,0,0,102,130,4095,118,270
65521,right,0,0,0,0,0,0,0,0,0,0,0,0,95,124,4095,122,271
65600,right,0,0,0,0,0,0,0,0,0,0,0,0,93,129,4095,125,269
65679,right,0,0,0,0,0,0,0,0,0,0,0,0,109,129,4095,117,270
65758,right,0,0,0,0,0,0,0,0,0,0,0,0,112,138,4095,115,267
65837,right,0,0,0,0,0,0,0,0,0,0,0,0,111,138,4095,112,265
65916,right,0,0,0,0,0,0,0,0,0,1,0,0,112,134,4095,112,267
65995,right,0,0,0,0,0,0,0,0,0,1,0,0,114,133,4095,111,266
66074,right,0,0,0,0,0,0,0,0,0,1,0,0,113,131,4095,112,272
66153,right,0,0,0,0,0,0,0,0,0,1,0,0,112,133,4095,112,267
66232,right,0,0,0,0,0,0,0,0,0,3,0,0,113,133,4095,112,269
66311,right,0,0,0,0,0,0,0,0,0,1,0,0,117,135,4095,113,270
66390,right,0,0,0,0,0,0,0,0,0,6,0,0,117,142,4095,117,269
66469,right,0,0,0,0,0,0,0,0,0,3,0,0,116,134,4095,116,270
66548,right,0,0,0,0,0,0,0,0,0,2,0,0,114,135,4095,114,271
66627,right,0,0,0,0,0,0,0,0,0,1,0,0,122,138,4095,113,272
66706,right,0,0,0,0,0,0,0,0,0,0,0,0,115,138,4095,119,271
66785,right,0,0,0,0,0,0,0,0,0,5,0,0,113,137,4095,117,268
66864,right,0,0,0,0,0,0,0,0,0,6,0,0,116,139,4095,123,270
66943,right,0,0,0,0,0,0,0,0,0,14,0,0,123,140,4095,123,271
67022,right,0,0,0,0,0,0,0,0,0,18,0,0,123,134,4095,120,271
67101,right,0,0,0,0,0,0,0,0,0,14,0,0,117,142,4095,126,271
67180,right,0,0,0,0,0,0,0,0,0,16,0,0,122,138,4095,127,271
67259,right,0,0,0,0,0,0,0,0,0,19,0,0,116,142,4095,123,272
67338,right,0,0,0,0,0,0,0,0,0,15,0,0,123,138,4095,128,275
67417,right,0,0,0,0,0,0,0,0,0,16,0,0,118,142,4095,125,272
67496,right,0,0,0,0,0,0,0,0,0,16,0,0,123,144,4095,124,272
67575,right,0,0,0,0,0,0,0,0,0,16,0,0,122,143,4095,130,271
67654,right,0,0,0,0,0,0,0,0,0,12,0,0,124,142,4095,122,272
67733,right,0,0,0,0,0,0,0,0,0,11,0,0,123,137,4095,123,267
67812,right,0,0,0,0,0,0,0,0,0,14,0,0,121,140,4095,128,265
67891,right,0,0,0,0,0,0,0,0,0,2,0,0,118,143,4095,126,270
67970,right,0,0,0,0,0,0,0,0,0,13,0,0,122,140,4095,128,270
68049,right,0,0,0,0,0,0,0,0,0,11,0,0,125,137,4095,121,272
68128,right,0,0,0,0,0,0,0,0,0,16,0,0,125,138,4095,123,267
68207,right,0,0,0,0,0,0,0,0,0,16,0,0,119,141,4095,126,269
68286,right,0,0,0,0,0,0,0,0,0,18,0,0,126,146,4095,128,270
68365,right,0,0,0,0,0,0,0,0,0,16,0,0,124,138,4095,120,272
