166474,right,0,0,0,0,0,0,0,0,0,0,0,0,0,2029,1345,37,140,
166553,right,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,1524,59,175,
166632,right,0,0,0,0,0,0,0,0,0,7,0,0,0,2190,4095,115,201,
166711,right,0,0,0,0,0,0,0,0,0,18,0,0,0,2290,4095,154,210,
166790,right,0,0,0,0,0,0,0,0,0,25,0,0,0,2371,4095,176,224,
166869,right,0,0,0,0,0,0,0,0,0,35,4021,46,0,2399,4095,192,231,
166948,right,0,0,0,0,0,0,0,0,0,36,4033,46,0,2429,4095,202,237,
167027,right,0,0,0,0,0,0,0,0,0,32,4027,46,0,2443,4095,224,234,
167106,right,0,0,0,0,0,0,0,0,0,32,4095,47,0,2449,4095,210,242,
167185,right,0,0,0,0,0,0,0,0,0,35,3973,48,0,2465,4095,220,249,
167264,right,0,0,0,0,0,0,0,0,0,48,4095,48,0,2507,4095,234,260,
167343,right,0,0,0,0,0,0,0,0,0,114,4095,55,0,2518,4095,239,267,
167422,right,0,0,0,0,0,0,0,0,0,128,4095,49,0,2547,4095,240,267,
167501,right,0,0,0,0,0,0,0,0,0,129,4095,50,0,2550,4095,239,265,
167580,right,0,0,0,0,0,0,0,0,0,142,4095,52,0,2553,4095,240,265,
167659,right,0,0,0,0,0,0,0,0,0,121,4095,50,0,2522,4095,215,243,
167738,right,0,0,0,0,0,0,0,0,0,57,3442,128,0,2496,4095,180,222,
167817,right,0,0,0,0,0,0,0,0,0,52,621,0,0,2471,4095,173,216,
167896,right,0,0,0,0,0,0,0,0,0,42,256,0,0,2455,4095,154,209,
167975,right,0,0,0,0,0,0,0,0,0,48,187,0,0,2448,4095,149,207,
168054,right,0,0,0,0,0,0,0,0,0,51,159,0,0,2449,4095,151,208,
168133,right,0,0,0,0,0,0,0,0,0,48,139,0,0,2447,4095,150,208,
168212,right,0,0,0,0,0,0,0,0,0,49,128,0,0,2442,4095,144,207,
168291,right,0,0,0,0,0,0,0,0,0,48,818,27,0,2441,4095,144,205,
168370,right,0,0,0,0,0,0,0,0,0,51,3895,50,0,2448,4095,144,208,
168449,right,0,0,0,0,0,0,0,0,0,50,3738,48,0,2445,4095,143,206,
168528,right,0,0,0,0,0,0,0,0,0,51,575,0,0,2443,4095,143,207,
168607,right,0,0,0,0,0,0,0,0,0,50,247,0,0,2445,4095,156,208,
168686,right,0,0,0,0,0,0,0,0,0,51,165,0,0,2446,4095,147,208,
168765,right,0,0,0,0,0,0,0,0,0,48,115,0,0,2445,4095,147,209,
168844,right,0,0,0,0,0,0,0,0,0,48,98,0,0,2443,4095,151,209,
168923,right,0,0,0,0,0,0,0,0,0,48,78,0,0,2442,4095,155,211,
169002,right,0,0,0,0,0,0,0,0,0,44,78,0,0,2389,4095,159,211,
169081,right,0,0,0,0,0,0,0,0,0,27,65,0,0,2437,4095,162,213,
169160,right,0,0,0,0,0,0,0,0,0,36,64,0,0,2438,4095,163,214,
169239,right,0,0,0,0,0,0,0,0,0,26,56,0,0,2421,4095,163,213,
169318,right,0,0,0,0,0,0,0,0,0,9,48,0,0,2416,4095,159,214,
169397,right,0,0,0,0,0,0,0,0,0,11,18,0,0,2416,4095,162,215,
169476,right,0,0,0,0,0,0,0,0,0,14,40,0,0,2416,4095,156,210,
169555,right,0,0,0,0,0,0,0,0,0,17,39,0,0,2415,4095,144,207,
169634,right,0,0,0,0,0,0,0,0,0,21,50,0,0,2409,4095,122,199,
169713,right,0,0,0,0,0,0,0,0,11,36,64,0,0,2406,4095,110,194,
169792,right,0,0,0,0,0,0,0,0,15,34,73,0,0,2402,4095,80,192,
169871,right,0,0,0,0,0,0,0,0,16,38,46,0,0,2399,4095,67,192,
169950,right,0,0,0,0,0,0,0,0,17,28,35,0,0,2391,4095,65,188,
170029,right,0,0,0,0,0,0,0,0,17,27,32,0,0,2401,4095,68,187,
170108,right,0,0,0,0,0,0,0,0,16,25,30,0,0,2387,4095,67,190,
170187,right,0,0,0,0,0,0,0,0,18,25,32,0,0,2391,4095,71,191,
170266,right,0,0,0,0,0,0,0,0,20,29,33,0,0,2400,4095,80,189,
170345,right,0,0,0,0,0,0,0,0,19,29,34,0,0,2389,4095,70,191,
170424,right,0,0,0,0,0,0,0,3,21,32,44,0,0,2397,4095,66,185,
170503,right,0,0,0,0,0,0,0,4,21,34,36,0,0,2383,4095,64,183,
170582,right,0,0,0,0,0,0,0,7,23,27,24,0,0,2382,4095,64,183,
170661,right,0,0,0,0,0,0,0,10,25,29,16,0,0,2387,4095,63,182,
170740,right,0,0,0,0,0,0,0,7,23,23,16,0,0,2384,4095,64,185,
